sample_name	sample_set	replicate	probe_set	library_prep
KGKA-BKG-007	2021-MSMT	1	DR23K	placeholder
KGKA-BKG-005	2021-MSMT	1	DR23K	placeholder
KGKA-BKG-004	2021-MSMT	1	DR23K	placeholder
KGKA-BKG-003	2021-MSMT	1	DR23K	placeholder
KGKA-BKG-002	2021-MSMT	1	DR23K	placeholder
KGKA-BKG-001	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-021	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-020	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-019	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-017	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-013	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-012	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-011	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-007	2021-MSMT	1	DR23K	placeholder
KGBR-BUZ-003	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-078	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-077	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-076	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-073	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-072	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-070	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-069	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-065	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-064	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-062	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-061	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-054	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-053	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-052	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-051	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-050	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-049	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-047	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-046	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-042	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-041	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-039	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-036	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-031	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-030	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-029	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-028	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-027	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-026	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-025	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-024	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-023	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-022	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-021	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-013	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-011	2021-MSMT	1	DR23K	placeholder
KGBR-BTU-010	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-056	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-054	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-052	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-051	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-050	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-046	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-045	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-044	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-043	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-042	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-041	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-040	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-038	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-037	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-036	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-035	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-033	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-032	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-031	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-028	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-027	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-026	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-025	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-024	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-023	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-020	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-019	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-018	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-016	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-015	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-013	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-012	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-010	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-009	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-007	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-004	2021-MSMT	1	DR23K	placeholder
KGBI-KZB-002	2021-MSMT	1	DR23K	placeholder
